FID,local_authority,site_name,site_code,address,datazone,development_potential,east,north,owner_1,owner_2,period,previous_use,site_size,site_type,la_s_code,sh_src,sh_date_uploaded,sh_src_id
pub_vdl.900,Fife,FINCRAIGS,EF011,NR GAULDRY,S01009746,Unknown (uncertain/insufficient information),336856,722880,Ownership unknown,Not applicable (i.e. only one owner),2006,Agriculture,0.22,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2548
pub_vdl.940,Fife,CONCRETE WORKS,HWV005,WALKER STREET KINCARDINE,S01009264,Unknown (uncertain/insufficient information),293386,687019,Other Private,Not applicable (i.e. only one owner),1986-1990,Manufacturing,0.49,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2493
pub_vdl.893,Fife,PRESTONHALL QUARRY,DC070,INVERKEITHING,S01009387,Unknown (uncertain/insufficient information),313786,682416,Ownership unknown,Not applicable (i.e. only one owner),2001-2004,Mineral Activity,8.14,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2583
pub_vdl.918,Fife,BANKHEAD 1,GLE101,EASTFIELD IE GLENROTHES,S01009575,Developable - Undetermined,328863,699550,Other Private,Not applicable (i.e. only one owner),2001-2004,Manufacturing,0.96,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2528
pub_vdl.904,Fife,WORMIT SANDPIT,EF024,WORMIT,S01009743,Unknown (uncertain/insufficient information),339750,725688,Ownership unknown,Ownership unknown,2008,Mineral Activity,0.64,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2569
pub_vdl.905,Fife,LAND AT HARBOUR,EF026,TAYPORT,S01009747,Unknown (uncertain/insufficient information),345915,728944,Public Port Authority,Not applicable (i.e. only one owner),2008,Utility Services,0.17,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2495
pub_vdl.906,Fife,VACANT LAND,EF027,HILL STREET STRATHMIGLO,S01009675,Unknown (uncertain/insufficient information),321964,709970,Ownership unknown,Ownership unknown,2008,Unknown,0.71,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2518
pub_vdl.907,Fife,OPPOSITE STAGHEAD INN,EF028,ST ANDREWS ROAD LARGOWARD,S01009702,Developable - Short Term,346574,707262,Ownership unknown,Ownership unknown,2009,Unknown,0.23,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2601
pub_vdl.919,Fife,FORMER CLYDESDALE,GLE102,NORTH STREET GLENROTHES,S01009574,Developable - Medium Term,327340,701089,Other Private,Not applicable (i.e. only one owner),2013,Offices,0.16,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2529
pub_vdl.908,Fife,ST MARGARETS FARM,EF030,JAMES STREET PITTENWEEM,S01009703,Developable - Short Term,355042,702789,Ownership unknown,Ownership unknown,2009,Agriculture,0.35,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2602
pub_vdl.909,Fife,DERELICT FARM,EF033,STATION ROAD SPRINGFIELD,S01009681,Unknown (uncertain/insufficient information),334295,711835,Ownership unknown,Ownership unknown,2009,Agriculture,0.64,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2489
pub_vdl.910,Fife,PITMILLY HOUSE,EF035,A917 BY BOARHILLS,S01009715,Unknown (uncertain/insufficient information),357885,713626,Ownership unknown,Ownership unknown,2009,Residential - Housing,0.18,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2511
pub_vdl.911,Fife,SMITH ANDERSON MILL,FAL161,WELL BRAE FALKLAND,S01009670,Developable - Medium Term,325344,707125,Other Private,Not applicable (i.e. only one owner),2015,Manufacturing,2.25,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2537
pub_vdl.912,Fife,BALGONIE BING,GA024,DOUBLEDYKE ROAD THORNTON BY,S01009614,Unknown (uncertain/insufficient information),330720,698812,Other Private,Not applicable (i.e. only one owner),1986-1990,Mineral Activity,7.99,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2562
pub_vdl.920,Fife,WHITEHILL-A,GLE103,WHITEHILL IE GLENROTHES,S01009576,Developable - Undetermined,325494,699572,Other Private,Not applicable (i.e. only one owner),2005,Manufacturing,1.2,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2531
pub_vdl.913,Fife,GARAGE SITES,GA034,BY NEW INN ROUNDABOUT BY KIRKFORTHAR FEUS,S01009611,Developable - Undetermined,328468,704964,Ownership unknown,Ownership unknown,2001-2004,Other,0.12,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2512
pub_vdl.914,Fife,DERELICT LAND,GA050,WHITEHILL IE GLENROTHES,S01009576,Unknown (uncertain/insufficient information),325193,699483,Ownership unknown,Ownership unknown,2005,Passive Open Space,0.18,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2516
pub_vdl.924,Fife,FORMER CO-OP,GLE161,KINGDOM CENTRE GLENROTHES,S01009574,Developable - Short Term,327562,701023,Other Private,Not applicable (i.e. only one owner),2012,Retailing,0.39,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2642
pub_vdl.915,Fife,WESTIFIELD DEVELOPMENT CENTRE,GAC001,WESTFIELD KYNGLASSIE,S01009545,Developable - Undetermined,319264,698088,Ownership unknown,Ownership unknown,2011,Utility Services,16.25,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2660
pub_vdl.916,Fife,LAND TO THE SOUTH OF STRATHORE ROAD,GAC002,STRATHORE ROAD THORNTON,S01009547,Unknown (uncertain/insufficient information),328345,697376,Local Authority,Local Authority,1991-1995,Other General Industry,1.47,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2667
pub_vdl.917,Fife,HARTWELL BUILDING,GLE100,QUEESNWAY IE GLENROTHES,S01009574,Developable - Medium Term,328218,701268,Local Authority,Not applicable (i.e. only one owner),2014,Manufacturing,2.55,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2575
pub_vdl.922,Fife,WHITEHILL-C,GLE105,WHITEHILL IE GLENROTHES,S01009576,Developable - Undetermined,325042,699551,Other Private,Not applicable (i.e. only one owner),2005,Manufacturing,0.94,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2533
pub_vdl.923,Fife,WHITEHILL-D,GLE106,WHITEHILL IE GLENROTHES,S01009576,Developable - Undetermined,324819,699499,Other Private,Not applicable (i.e. only one owner),2005,Manufacturing,0.51,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2534
pub_vdl.925,Fife,FORMER POLICE STATION,GLE162,NAPIER ROAD GLENROTHES,S01009564,Developable - Short Term,326927,701284,Other National/Local Government,Not applicable (i.e. only one owner),2015,Offices,0.43,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2538
pub_vdl.926,Fife,FORMER SAWMILL,HCHF018,CUPARMUIR,S01009684,Developable - Short Term,335987,713491,Ownership unknown,Ownership unknown,2001-2004,Other General Industry,1.9,Vacant Land and Buildings,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2615
pub_vdl.927,Fife,GRANARY SITE,HCHF027,CUPAR,S01009691,Developable - Undetermined,337781,714490,Ownership unknown,Ownership unknown,2005,Other,0.18,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2484
pub_vdl.928,Fife,ADJACENT TO ASDA,HDC071,ST LEONARDS DUNFERMLINE,S01009313,Unknown (uncertain/insufficient information),309783,686785,Ownership unknown,Ownership unknown,1996-2000,Unknown,1.06,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2506
pub_vdl.941,Fife,YARD 9,ICA028,THISTLE IE COWDENBEATH,S01009489,Developable - Medium Term,317228,691512,Property Services Agency,Not applicable (i.e. only one owner),2005,Other General Industry,0.73,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2558
pub_vdl.929,Fife,PRINLAWS MILL,HGA019,PRINLAWS ROAD LESLIE,S01009552,Developable - Undetermined,324217,701157,Other Private,Not applicable (i.e. only one owner),1986-1990,Manufacturing,4.25,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2510
pub_vdl.947,Fife,WHITEHILL IE 3,IGA015,GLENROTHES,S01009576,Developable - Short Term,324810,699566,Other Private,Not applicable (i.e. only one owner),1991-1995,Agriculture,0.36,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2514
pub_vdl.930,Fife,THE SHED,HKA007,WOODEND ROAD CARDENDEN,S01009443,Developable - Undetermined,321065,696294,Ownership unknown,Ownership unknown,2001-2004,Other General Industry,0.21,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2589
pub_vdl.931,Fife,NAIRNS SITE,HKA018,NAIRN STREET KIRKCALDY,S01009524,Developable - Short Term,328671,692702,Other Private,Not applicable (i.e. only one owner),1986-1990,Manufacturing,5.04,Vacant Land and Buildings,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2500
pub_vdl.932,Fife,KATHERINE STREET,HKA020,KIRKCALDY,S01009481,Developable - Short Term,327612,692623,Other Private,Not applicable (i.e. only one owner),1996-2000,Storage,0.2,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2627
pub_vdl.933,Fife,BUILDERS YARD,HKA021,SEAFIELD ROAD KIRKCALDY,S01009474,Unknown (uncertain/insufficient information),327877,689940,Other Private,Not applicable (i.e. only one owner),1986-1990,Storage,0.68,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2563
pub_vdl.1083,Glasgow City,,1572,STATION ROAD.,S01010090,Developable - Undetermined,268184,663647,Local Authority,Not applicable (i.e. only one owner),1981-1985,Unknown,0.14,Vacant Land,S12000049,05df8fc4-004a-4125-8629-0ae5c553022b,2025-12-03,258
pub_vdl.934,Fife,GRANGE DISTILLERY,HKA055,BURNTISLAND,S01009462,Developable - Short Term,322786,686640,Ownership unknown,Ownership unknown,2001-2004,Manufacturing,1.68,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2502
pub_vdl.935,Fife,REAR BAYVIEW PARK,HLA011,KIRKLAND ROAD METHIL,S01009636,Developable - Medium Term,337234,700051,Other Private,Not applicable (i.e. only one owner),1986-1990,Transport,0.61,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2491
pub_vdl.1063,Glasgow City,,1138,EGLINTON STREET/ TURRIF ST/ MACINLAY ST,S01010034,Developable - Short Term,258547,663663,Local Authority,Not applicable (i.e. only one owner),1981-1985,Residential - Housing,0.64,Vacant Land,S12000049,05df8fc4-004a-4125-8629-0ae5c553022b,2025-12-03,240
pub_vdl.936,Fife,MOTRAY PARK,HSTA010,GUARDBRIDGE,S01009738,Developable - Undetermined,344730,719862,Other Private,Not applicable (i.e. only one owner),2005,Recreation & Leisure,1.79,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2545
pub_vdl.937,Fife,SCOTS & FYFE LTD,HTC010,NELSON STREET TAYPORT,S01009751,Developable - Medium Term,346208,728272,Ownership unknown,Not applicable (i.e. only one owner),2012,Manufacturing,0.89,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2639
pub_vdl.938,Fife,DENMYLNE STEADING,HTC016,NEWBURGH,S01009678,Developable - Short Term,324977,717511,Ownership unknown,Ownership unknown,2001-2004,Agriculture,0.4,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2501
pub_vdl.939,Fife,BOAT ROAD,HTC019,NEWPORT ON TAY,S01009753,Developable - Short Term,341914,727678,Ownership unknown,Ownership unknown,2005,Other,0.12,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2655
pub_vdl.1084,Glasgow City,,1659,BOGBAIN ROAD.,S01010122,Developable - Undetermined,267394,665841,Local Authority,Not applicable (i.e. only one owner),1981-1985,Unknown,0.23,Vacant Land,S12000049,05df8fc4-004a-4125-8629-0ae5c553022b,2025-12-03,259
pub_vdl.942,Fife,STATION GOODYARD 2,ICHF004,LADYBANK,S01009664,Unknown (uncertain/insufficient information),330697,709951,Network Rail/ Rail Franchise Holder,Not applicable (i.e. only one owner),1996-2000,Transport,1.57,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2609
pub_vdl.952,Fife,NR WASTE DISPOSAL STATION,IGA052,THORNTON,S01009547,Unknown (uncertain/insufficient information),328767,697106,Scottish Enterprise,Not applicable (i.e. only one owner),1996-2000,Passive Open Space,2.86,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2586
pub_vdl.943,Fife,BELLEKNOWES,IDC018,INVERKEITHING,S01009381,Unknown (uncertain/insufficient information),312750,683793,Other Private,Not applicable (i.e. only one owner),1996-2000,Unknown,2.09,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2564
pub_vdl.944,Fife,RD57 SITE,IDC030,ROSYTH,Unknown,Unknown (uncertain/insufficient information),309263,682454,Defence,Not applicable (i.e. only one owner),1996-2000,Defence,21.88,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2599
pub_vdl.945,Fife,DUNFERMLINE BP,IDC078,ROSYTH,S01009364,Developable - Medium Term,310653,684511,Other Private,Not applicable (i.e. only one owner),2005,Passive Open Space,5.99,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2546
pub_vdl.946,Fife,GARAGE NO 53,IDC079,CAMDEAN CRESCENT ROSYTH,S01009366,Developable - Medium Term,311102,684071,Local Authority,Not applicable (i.e. only one owner),2008,Unknown,0.28,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2635
pub_vdl.948,Fife,SOUTHFIELD IE3,IGA026,GLENROTHES,S01009576,Developable - Short Term,325630,699171,Other National/Local Government,Other Private,1991-1995,Agriculture,1.13,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2626
pub_vdl.949,Fife,WHITEHILL IE 2,IGA028,FORMER TARMAC TOPMIX SITE GLENROTHES,S01009576,Developable - Short Term,324859,699363,Other Private,Not applicable (i.e. only one owner),1980 or earlier,Agriculture,0.3,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2577
pub_vdl.950,Fife,FORMER EATONS FACTORY,IGA040,BANKHEAD GLENROTHES,S01009581,Developable - Short Term,329135,699661,Other Private,Not applicable (i.e. only one owner),2001-2004,Manufacturing,1.71,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2610
pub_vdl.972,Fife,FORMER OPENCAST SITE EAST,KA10,WESTFIELD BY KINGLASSIE,S01009545,Unknown (uncertain/insufficient information),321771,698169,Private Coal Company,Not applicable (i.e. only one owner),1986-1990,Mineral Activity,28.48,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2542
pub_vdl.951,Fife,SOUTHFIELD IE SOUTH EAST,IGA048,GLENROTHES,S01009576,Developable - Short Term,326600,698593,Scottish Enterprise,Not applicable (i.e. only one owner),2005,Passive Open Space,1.66,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2515
pub_vdl.1064,Glasgow City,,1139,MACKINLAY STREET TURRIF ST/POLLO- KSHAWS ROAD.,S01010034,Developable - Medium Term,258622,663707,Local Authority,Not applicable (i.e. only one owner),1981-1985,Residential - Housing,0.29,Vacant Land,S12000049,05df8fc4-004a-4125-8629-0ae5c553022b,2025-12-03,241
pub_vdl.953,Fife,METHIL DOCKS(1-2),ILA012,METHIL,S01009631,Developable - Short Term,337252,699291,Public Port Authority,Not applicable (i.e. only one owner),1996-2000,Manufacturing,4.93,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2498
pub_vdl.954,Fife,NETHERTON IE,ILEN021,ST MONANS,S01009706,Developable - Undetermined,352349,701871,Other Private,Not applicable (i.e. only one owner),1996-2000,Unknown,0.55,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2624
pub_vdl.955,Fife,FORMER SCHOOL,INV161,ROODS ROAD INVERKEITHING,S01009382,Developable - Medium Term,312971,683022,Other Private,Not applicable (i.e. only one owner),2008,Education,0.82,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2539
pub_vdl.956,Fife,MUGDRUM EAST,ITC015,NEWBURGH,S01009680,Developable - Undetermined,323080,718449,Other Private,Not applicable (i.e. only one owner),2001-2004,Other,0.25,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2519
pub_vdl.981,Fife,FORMER CENTRAL FARMERS,LA015,METHIL,S01009636,Developable - Medium Term,337363,700105,Ownership unknown,Not applicable (i.e. only one owner),2001-2004,Other,1.76,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2490
pub_vdl.967,Fife,SMEATON PLACE,KA066,KIRKCALDY,S01009533,Unknown (uncertain/insufficient information),328798,692901,Ownership unknown,Ownership unknown,2005,Manufacturing,0.66,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2578
pub_vdl.995,Fife,FORMER STEADING,LEN013,BY FIFE NESS BALCOMIE ROAD CRAIL,S01009713,Developable - Undetermined,363256,709908,Ownership unknown,Ownership unknown,2001-2004,Agriculture,0.47,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2503
pub_vdl.957,Fife,LONGANNET A,IWV016,KINCARDINE,S01009264,Developable - Undetermined,293901,686199,Private Coal Company,Not applicable (i.e. only one owner),2001-2004,Mineral Activity,4.98,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2557
pub_vdl.958,Fife,LONGANNET B,IWV017,KINCARDINE,S01009264,Developable - Undetermined,294947,685679,Private Coal Company,Not applicable (i.e. only one owner),2001-2004,Mineral Activity,5.95,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2524
pub_vdl.959,Fife,FORMER CINEMA,KA004,HIGH STREET BURNTISLAND,S01009460,Developable - Undetermined,323207,685870,Other Private,Other Private,Unknown,Recreation & Leisure,0.1,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2625
pub_vdl.960,Fife,RAILWAY SIDINGS,KA009,NORMAND ROAD DYSART,S01009536,Developable - Medium Term,330345,693790,Other Private,Not applicable (i.e. only one owner),1986-1990,Transport,1.13,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2657
pub_vdl.961,Fife,FORMER OPENCAST SITE,KA010,WESTFIELD BY KINGLASSIE,S01009545,Unknown (uncertain/insufficient information),319916,698241,Private Coal Company,Not applicable (i.e. only one owner),1986-1990,Mineral Activity,68.3,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2535
pub_vdl.962,Fife,FORMER ELECTRICITY STATION,KA013,VICTORIA ROAD KIRKCALDY,S01009526,Developable - Undetermined,328214,692402,Other Private,Not applicable (i.e. only one owner),1986-1990,Utility Services,0.64,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2620
pub_vdl.963,Fife,WELLSGREEN BING,KA032,STANDING STANES ROAD BY KIRKCALDY,S01009541,Unknown (uncertain/insufficient information),333530,698237,Other Private,Not applicable (i.e. only one owner),1986-1990,Mineral Activity,11.88,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2482
pub_vdl.964,Fife,FORMER COAL DEPOT,KA033,JUNCTION ROAD KIRKCALDY,S01009527,Developable - Undetermined,328936,692949,Ownership unknown,Not applicable (i.e. only one owner),2001-2004,Storage,0.69,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2509
pub_vdl.965,Fife,HARDSTANDING,KA041,BURNTISLAND ROAD KINGHORN,S01009468,Developable - Short Term,326725,686710,Ownership unknown,Ownership unknown,2001-2004,Unknown,0.59,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2499
pub_vdl.966,Fife,FORMER POULTRY FARM,KA065,KINGLASSIE,S01009545,Developable - Undetermined,322915,698726,Other Private,Other Private,Unknown,Agriculture,2.7,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2517
pub_vdl.989,Fife,FORMER SAWMILL,LAD100,THE BEECHES LADYBANK,S01009664,Unknown (uncertain/insufficient information),330224,710344,Ownership unknown,Ownership unknown,2012,Forestry/Woodland,0.91,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2593
pub_vdl.968,Fife,4M PLANT,KA067,DEAN ROAD KIRKCALDY,S01009522,Developable - Medium Term,328335,693068,Ownership unknown,Not applicable (i.e. only one owner),2009,Manufacturing,4.28,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2638
pub_vdl.969,Fife,THE PRYORY CAMPUS,KA069,VICTORIA ROAD KIRKCALDY,S01009526,Developable - Medium Term,328446,692276,Ownership unknown,Not applicable (i.e. only one owner),2015,Education,1.21,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2640
pub_vdl.970,Fife,STOCKS CARPETS,KA070,278 LINKS STREET KIRKCALDY,S01009473,Developable - Medium Term,327739,690242,Ownership unknown,Not applicable (i.e. only one owner),2012,Other General Industry,0.21,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2637
pub_vdl.971,Fife,LINKS STREET,KA071,LINKS STREET KIRKCALDY,S01009473,Developable - Medium Term,327752,690380,Ownership unknown,Not applicable (i.e. only one owner),2009,Residential - Housing,0.1,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2645
pub_vdl.973,Fife,RAVENSCRAIG GARDENS EAST LODGE,KAC001,DYSART ROAD KIRKCALDY,S01009530,Developable - Medium Term,330094,692991,Local Authority,Local Authority,2010,Storage,0.3,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2653
pub_vdl.975,Fife,FORMER STAGECOACH BUILDINGS,KIR101,ESPLANADE KIRKCALDY,S01009474,Unknown (uncertain/insufficient information),327878,690115,Other Private,Not applicable (i.e. only one owner),2001-2004,Transport,1.22,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2521
pub_vdl.976,Fife,OLD BABYGRO FACTORY,KIR102,HAYFIELD IE KIRKCALDY,S01009523,Developable - Medium Term,327260,693546,Ownership unknown,Ownership unknown,2001-2004,Other General Industry,1.57,Vacant Land,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2576
pub_vdl.977,Fife,FORMER SWIMMING POOL,KIR103,ESPLANADE KIRKCALDY,S01009479,Developable - Medium Term,328129,691317,Local Authority,Not applicable (i.e. only one owner),2012,Recreation & Leisure,0.36,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2527
pub_vdl.978,Fife,SOUTH PIER,KIR162,PROMENADE KIRKCALDY,S01009526,Developable - Undetermined,328563,691769,Private Port Company,Not applicable (i.e. only one owner),2010,Other General Industry,0.14,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2540
pub_vdl.986,Fife,HAUGH HOUSE,LAC002,MONTOGOMERY DRIVE LEVEN,S01009644,Unknown (uncertain/insufficient information),336794,700859,Ownership unknown,Ownership unknown,2020,Other General Industry,1.37,Derelict,S12000047,e998e5f9-b4af-42cd-8816-217d383535a5,2025-11-30,2665
